area,bedrooms,bathrooms,age,location,price
1996.1564242584975,5,2,35,Rural,186924.28
1668.5396827146815,2,1,12,Downtown,284292.99
2297.6433487100935,2,3,45,Uptown,358936.69
473.31881459526903,5,2,2,Uptown,140984.43
1941.3687348651397,1,1,9,Downtown,340393.88
2262.51911633218,5,2,37,Downtown,413403.18
912.8482525320951,5,3,0,Rural,112691.01
2486.2524259241573,2,3,26,Waterfront,475155.39
2003.0978444966486,2,1,45,Rural,169424.9
1550.8272516595193,5,1,7,Downtown,326982.71
2179.6691196637707,5,1,45,Uptown,371294.24
3162.4157146826374,5,2,41,Rural,281662.15
,2,2,16,Waterfront,387758.37
1948.9323517802018,5,2,8,Rural,213444.89
1524.3834602758534,5,1,5,Suburb,230730.54
1290.0933783211249,4,3,42,Rural,139479.1
2298.2014899265473,1,3,24,Downtown,419621.32
1286.3497044546798,3,2,38,Uptown,199987.79
1842.9397423316354,1,2,48,Uptown,290761.93
1513.40553194093,4,3,27,Downtown,293081.22
2087.387895447835,3,3,32,Suburb,266296.02
2000.197263172169,5,2,36,Downtown,388817.48
2422.5239665547397,4,2,8,Rural,198491.41
1493.9901606871517,5,3,17,Downtown,321104.65
1638.0750388239771,2,1,20,Downtown,308123.32
1212.7417705306157,4,2,1,Suburb,162440.15
1533.424043954333,2,3,42,Rural,155082.76
2026.3802958269114,4,3,37,Waterfront,402566.64
2254.193169987211,4,3,39,Waterfront,455957.7
1246.7008054934247,2,3,35,Uptown,199951.5
2321.763552063396,3,1,49,Downtown,411810.05
2613.382715282971,1,3,42,Uptown,415131.62
2048.0609419342204,5,2,36,Suburb,291072.47
2926.0774875348397,4,1,14,Waterfront,573734.23
1335.726480537856,5,3,27,Downtown,279144.22
1053.2071780131498,2,1,17,Suburb,139545.33
732.7678506574327,5,2,33,Suburb,134571.71
2697.6265868935097,2,3,21,Downtown,495195.26
2192.6193938124347,5,2,10,Suburb,317376.73
1766.6491974537269,1,3,12,Downtown,303038.4
1967.9811757918922,1,3,3,Downtown,360795.5
1124.706571620974,1,3,21,Rural,95193.92
3267.451187770096,1,3,6,Uptown,525841.61
1877.5327091851366,1,3,42,Suburb,220029.35
1865.6368767629358,1,1,23,Suburb,234457.23
2235.459974339215,2,3,3,Rural,204405.82
,4,3,27,Rural,172596.42
1934.3304145674788,5,1,14,Rural,204028.14
1325.7153267328129,1,1,0,Waterfront,257749.45
2082.8810142815973,2,1,2,Waterfront,424358.24
2929.2146978850205,2,1,13,Waterfront,525979.01
2607.2520276929868,2,1,37,Downtown,442325.52
2755.911975983638,4,1,49,Suburb,344863.37
1493.270594141289,5,3,0,Uptown,296793.68
1206.2371078448514,4,3,37,Downtown,227850.02
1724.5278479402111,3,2,37,Suburb,234303.91
1833.4349473732168,2,3,20,Suburb,271687.13
2456.514911082569,3,3,47,Rural,227605.31
784.5212221711084,1,1,28,Rural,68552.87
2717.730191676368,1,1,4,Downtown,451876.81
1705.1952608526065,4,3,48,Rural,151082.71
1543.871358031548,5,2,9,Suburb,230826.89
1192.7373748438995,3,1,27,Rural,104983.29
807.0859968805383,5,3,20,Waterfront,231169.33
2293.9023503771487,4,3,49,Rural,219873.35
1843.9907803130423,1,2,6,Suburb,277264.57
1026.0234601553677,5,2,2,Downtown,226539.06
1022.9527367618304,5,1,44,Uptown,188189.63
1598.5291804259232,1,2,46,Rural,113244.07
2801.4129151736356,3,3,19,Suburb,334232.94
1644.245189181837,1,3,18,Uptown,277227.59
898.1142281291363,5,2,34,Uptown,187666.36
1652.5541615484335,3,2,3,Waterfront,333840.89
1636.3658581513978,3,2,4,Uptown,287350.32
400.0,1,2,0,Suburb,56560.99
1767.4230800893126,5,1,3,Suburb,248477.66
1661.4392818747933,4,2,11,Rural,161076.63
2217.723818888051,5,1,26,Rural,197060.32
2909.3736569672074,2,3,41,Rural,243857.64
2475.9390177286546,4,2,22,Uptown,402564.32
1638.6667856671017,3,1,24,Uptown,276393.2
1136.0844547549978,4,2,20,Waterfront,213881.9
3344.0158819499165,3,3,23,Rural,298342.9
1835.531060408693,3,3,24,Downtown,333213.99
1808.3575751477676,4,3,44,Waterfront,353831.07
1785.524947733998,3,2,45,Downtown,314483.39
1918.850856460713,3,2,31,Uptown,314612.53
1713.3837528456345,2,1,31,Waterfront,318092.9
1455.8027958718583,5,3,4,Waterfront,326183.6
1471.8846352557648,5,2,35,Suburb,223451.6
1780.348037870401,2,3,45,Uptown,269763.15
1473.945137319741,4,3,41,Uptown,248321.18
1372.2925303937013,1,1,48,Waterfront,241980.03
1863.8581366151382,1,1,41,Uptown,280134.25
1647.0136695474869,1,1,38,Waterfront,283986.97
2702.3957931496134,2,1,15,Suburb,295245.06
400.0,2,3,32,Waterfront,86017.64
2454.904111153477,3,1,48,Uptown,382913.94
2547.6511154985774,1,1,20,Uptown,398726.79
555.9658605551103,4,1,8,Waterfront,149584.41
1594.3874435517907,4,1,5,Waterfront,332304.95
1577.1354804025252,1,3,44,Waterfront,326382.55
955.4929831693073,1,1,34,Rural,74254.12
1333.3099874454747,1,3,38,Uptown,218929.99
1133.6544927205027,2,2,21,Uptown,172022.39
2851.3622660541737,2,3,40,Rural,233661.91
2361.4070358884765,2,3,4,Waterfront,478863.15
2562.933056996495,5,1,41,Suburb,351820.39
2233.003238425941,4,2,22,Waterfront,445894.83
1122.5689372696625,4,2,16,Waterfront,227732.87
1485.2878402321357,3,2,11,Rural,142970.82
2093.624736736751,2,2,22,Uptown,338384.8
1066.7233146648327,5,3,15,Waterfront,266992.47
2227.799058103433,5,2,2,Uptown,387219.01
1655.804761105119,4,3,29,Downtown,325441.94
1575.1075154702414,2,3,21,Uptown,253269.47
2226.575980922095,3,3,8,Suburb,286311.54
2066.557986891624,2,2,28,Suburb,274121.99
1583.4203005085521,1,1,46,Waterfront,278382.63
2495.5978820185487,2,1,36,Uptown,380329.43
1151.3620034400615,1,2,22,Waterfront,213437.94
2169.561364166558,1,1,12,Rural,185280.55
2155.86075478103,3,1,31,Suburb,277708.04
1614.2721364116057,4,3,45,Waterfront,359999.21
1995.6798133452708,2,3,46,Rural,186275.16
1049.3318541688182,1,2,47,Waterfront,177685.1
2354.4162115241406,2,2,22,Uptown,364825.98
1689.0587181342066,4,1,44,Uptown,265433.59
1486.3661876885762,4,3,16,Uptown,270697.12
2429.4055355021337,5,2,39,Uptown,395224.06
1377.3937856743444,4,2,20,Downtown,286124.51
954.9232221818642,3,2,1,Rural,64080.81
866.0224958856578,1,2,36,Rural,83293.41
,5,2,5,Uptown,388671.56
1031.7423885022301,3,2,43,Downtown,215793.86
2852.876509190619,2,1,17,Uptown,458833.32
550.8423552697668,1,3,29,Downtown,98246.05
2817.873820974023,4,3,21,Uptown,482395.54
1926.610480321571,1,2,32,Suburb,233872.25
1741.9721328777646,2,3,29,Suburb,199422.05
1473.04854791463,5,3,16,Waterfront,340431.22
2039.4816686112426,5,3,42,Uptown,344308.45
1777.419178545091,5,2,31,Rural,175626.53
2461.981129209913,4,2,41,Waterfront,506328.35
1868.5365891972237,3,3,13,Suburb,261396.19
1890.1810568771266,3,3,9,Uptown,312517.14
1581.8326726716864,1,2,46,Waterfront,298596.11
1765.8326257673596,4,1,35,Uptown,299063.03
1984.6810613352354,5,3,33,Suburb,262934.3
773.8989644060246,5,1,8,Waterfront,177908.25
991.0887467365721,2,3,41,Suburb,118870.59
2245.958456413629,2,1,27,Downtown,404145.55
1902.5192628767652,5,1,10,Suburb,264778.28
1689.6099981883926,5,1,13,Uptown,304408.64
1811.0603598392358,4,2,38,Rural,150811.13
2008.5490232170027,3,1,46,Suburb,264574.17
1476.144191814383,2,1,18,Rural,103428.36
1333.0171647586124,3,1,14,Downtown,246876.22
1917.507153058609,4,3,27,Waterfront,405728.25
1212.9763334309807,5,1,23,Waterfront,255196.27
2044.9516534286831,3,3,7,Rural,206327.88
778.4498374572958,5,1,42,Waterfront,169383.06
2417.493382395386,5,1,8,Suburb,313508.15
2083.5584894478257,1,2,46,Rural,194036.14
1953.6178405883254,3,3,32,Uptown,328101.63
2389.614590367308,3,1,32,Suburb,310739.29
2799.284666677546,5,3,18,Suburb,398987.3
2408.6220390108783,4,3,2,Suburb,295945.16
695.4754612010129,1,2,9,Uptown,131843.06
1032.2538199585792,5,2,39,Downtown,210163.26
1425.1088533825928,2,2,46,Waterfront,258480.5
1815.6546301265003,2,2,41,Rural,165796.61
2110.5954122814737,1,2,0,Downtown,374334.42
1364.5537121079205,4,2,28,Rural,145100.33
1912.060058686247,5,2,49,Waterfront,389158.17
1346.7702405880063,3,2,33,Uptown,230538.67
1433.089318204831,1,1,12,Suburb,172817.39
956.0033418910666,4,3,0,Suburb,145746.4
1246.0600523334574,3,2,33,Uptown,201804.24
988.9892366301998,2,2,28,Downtown,185327.83
1214.4760482136003,2,3,47,Downtown,248670.55
2432.185077964704,3,1,46,Rural,233802.14
1230.3606667008341,1,3,12,Uptown,197504.66
3379.4292389024345,2,3,47,Downtown,585727.98
2095.9907405285335,5,2,48,Uptown,348582.77
1910.9016742169242,3,3,28,Waterfront,387616.3
1284.985331891272,3,3,38,Suburb,181881.93
2220.1859276453947,2,2,23,Suburb,291135.04
1454.6173042573357,1,2,25,Suburb,139036.99
1873.205888787217,5,2,16,Uptown,340978.36
3336.0507229612767,1,2,6,Uptown,513923.79
1742.36406016521,4,3,12,Rural,165324.51
2489.5639957714056,4,3,4,Suburb,356061.53
1378.0941449244676,2,1,25,Rural,145462.27
1779.006905701823,2,1,48,Suburb,225615.88
2862.480381381306,2,3,2,Rural,253810.08
1423.8197653273396,4,1,6,Rural,127680.78
2887.469134798157,1,3,48,Waterfront,480350.78
2224.651161273285,1,1,38,Rural,188068.44
1462.5199344634393,2,2,0,Uptown,260563.23
2179.4446434333126,5,1,48,Rural,199605.4
2383.532669776038,1,2,16,Suburb,311630.11
2173.0859773303177,4,2,42,Rural,180376.37
857.8651680657262,3,2,24,Downtown,175712.76
1363.7176945050787,3,2,2,Suburb,193091.61
1651.488818669097,3,1,14,Downtown,308558.49
1755.3399425399723,5,3,28,Suburb,271959.77
2172.4032585304067,2,2,42,Uptown,335787.86
1906.6206005599522,4,1,31,Uptown,312321.2
998.7933847739392,5,2,25,Uptown,185768.61
2028.118710603578,4,1,15,Downtown,404052.64
2166.351447170294,4,1,24,Waterfront,409575.32
2135.8742687586237,2,1,27,Suburb,258209.92
2448.468435332773,3,3,8,Uptown,437429.32
2300.3532927293427,2,1,0,Suburb,304066.04
2075.508047537062,5,1,28,Downtown,395702.7
1757.9005731248117,5,3,21,Waterfront,386647.48
803.4234398904051,5,3,15,Downtown,189379.47
2057.7709314795516,2,1,40,Suburb,250904.6
,4,3,43,Waterfront,385882.28
1962.947302317224,4,2,40,Waterfront,395024.94
1033.9508545078143,1,2,6,Downtown,172950.12
1151.3660757550426,5,3,13,Uptown,240922.69
2431.8917119997423,4,3,28,Suburb,342876.45
1776.266907686007,1,1,18,Rural,150209.07
2208.9004184235746,4,3,18,Rural,223114.11
1816.9910256782766,5,1,1,Downtown,372349.69
1817.8536836974472,3,2,40,Suburb,227026.34
2362.9702835855987,5,3,44,Suburb,305078.55
1490.3731630695756,2,1,14,Downtown,258166.86
1857.67246616459,4,1,2,Suburb,263514.08
1522.6348267769745,4,2,10,Uptown,275053.05
1539.3022635406105,2,3,45,Downtown,295929.18
1614.4967259188163,2,2,29,Uptown,272037.56
1933.2802629802277,3,1,39,Suburb,257225.41
1512.7508270019136,4,1,17,Downtown,300368.35
2553.4536753441125,4,3,47,Suburb,320181.46
1263.2356186682978,3,1,1,Downtown,257143.67
1687.8770135031846,1,3,31,Suburb,214103.04
1536.161365035495,3,2,7,Uptown,252348.48
2668.1867306122394,5,3,21,Uptown,476627.25
1917.9328659069447,4,3,5,Suburb,291686.28
2419.106723681181,2,1,11,Downtown,412487.69
908.6637761778168,5,1,46,Rural,85380.83
1960.2301595215554,4,3,39,Uptown,325035.27
2333.7784773740623,3,1,35,Uptown,377964.54
1849.3703935652545,5,1,14,Rural,190347.99
2439.288225039211,4,1,27,Suburb,319580.7
1489.6269299397768,1,3,48,Downtown,259685.18
2645.608464111348,1,1,44,Suburb,293558.53
3179.33887417155,2,3,17,Waterfront,614301.42
1582.2968637362046,4,1,1,Uptown,281581.25
1532.6984871595369,1,2,12,Waterfront,285500.08
2672.0306862706207,3,1,44,Uptown,392067.01
2747.7432874384276,4,1,14,Uptown,451815.91
1486.2839837080392,3,3,19,Waterfront,319985.52
1547.8879097424856,3,3,28,Waterfront,294782.6
1630.9292346836958,1,1,41,Suburb,192588.8
993.3296933794338,4,2,28,Waterfront,226832.94
1248.808832109481,5,1,2,Suburb,185743.62
1197.5155399487594,1,1,18,Suburb,155199.44
1339.321460937523,1,2,2,Suburb,175928.64
,4,3,13,Uptown,323375.93
1940.5288395219125,4,1,39,Uptown,325843.03
2730.300295688446,3,3,3,Waterfront,556176.16
1200.9875755567255,4,3,10,Uptown,249150.44
2390.59343908595,3,2,30,Waterfront,468381.7
1671.6066934646947,1,2,42,Uptown,245085.39
1770.3217742085403,2,3,31,Downtown,313737.21
2204.891695299962,5,1,26,Downtown,402912.17
1126.366787062621,1,3,29,Waterfront,222113.72
2029.4458477104304,4,1,42,Uptown,349486.55
1899.8713249278337,5,1,1,Uptown,335353.91
2095.4707584048892,2,2,48,Suburb,265000.61
1973.501186344691,2,1,8,Rural,166949.9
3273.180083946537,3,1,27,Waterfront,619394.49
1417.3560094492104,5,3,30,Rural,168048.11
1481.4018269989094,3,2,33,Rural,149291.47
1426.1156841451414,1,1,14,Waterfront,244238.64
1466.7137285038473,5,1,47,Uptown,261317.48
1417.5677236160893,1,2,24,Waterfront,277005.58
2513.4099186645312,3,3,35,Rural,231228.74
2652.302548793913,5,2,7,Uptown,466858.21
1457.5522237503142,3,2,8,Downtown,275486.24
1300.5866561374628,5,1,36,Waterfront,280954.55
2082.8493338318426,3,1,47,Waterfront,406865.49
1468.6661734314173,2,3,44,Uptown,252349.17
2179.7590906533064,3,1,38,Downtown,393740.2
1921.7538125107799,2,1,31,Downtown,321649.71
890.5535310016609,3,2,16,Uptown,152476.07
2728.503120798037,5,1,34,Suburb,360538.53
2877.5266038573127,5,3,36,Waterfront,581566.4
1432.3267857093683,5,2,18,Waterfront,320513.24
1567.3790640384095,4,3,43,Rural,140448.07
1971.519234434943,1,2,28,Uptown,310782.3
2000.674073992215,5,1,6,Rural,199529.1
2195.1265636036983,2,2,27,Rural,199378.0
3006.12272325981,5,2,8,Downtown,579450.12
1693.8316635035703,4,1,27,Waterfront,340084.95
1321.0216532769277,2,1,5,Rural,116934.44
972.4084631912837,4,3,28,Downtown,230098.1
1361.4419760348485,2,3,16,Uptown,223605.92
1780.1238162757218,3,1,15,Rural,158592.79
,1,1,22,Waterfront,542625.97
1489.433220578297,1,1,30,Rural,117607.03
1934.2727709833391,4,2,2,Uptown,340161.65
1790.1462623563486,1,2,20,Rural,151192.74
2513.0359640688503,4,2,25,Waterfront,473598.15
3316.1594555241727,4,1,35,Downtown,587465.17
1481.4787362478075,4,3,41,Waterfront,297406.85
,1,1,36,Downtown,254923.21
2426.4965262414435,4,2,21,Suburb,341364.16
2209.1348937757866,1,2,41,Waterfront,366831.67
2908.02439544162,4,1,11,Waterfront,566240.64
2150.3569111955785,5,1,41,Uptown,365088.39
1584.4247455277643,4,2,12,Rural,126381.44
2154.3928984153854,2,2,10,Downtown,412781.99
2465.2221483497447,4,2,15,Downtown,470255.7
2292.2893087184184,3,1,7,Uptown,392841.59
,4,2,39,Uptown,340195.44
2440.0048137534923,2,2,39,Rural,205590.59
2501.5773542674037,2,3,44,Rural,217098.45
2629.295394622516,1,1,1,Waterfront,524246.31
2189.2259325537857,5,3,29,Suburb,325878.69
1699.7291518098873,4,3,29,Rural,169542.46
1888.0282118599937,1,2,11,Uptown,304020.26
2523.9053799050143,5,1,9,Rural,250511.61
1309.8385974076584,4,2,43,Downtown,290646.21
2021.2039853237407,3,1,10,Suburb,273285.28
1563.9967126035835,4,3,14,Waterfront,344308.8
1817.2468937608905,2,1,15,Downtown,321218.5
2567.071117564379,2,2,16,Downtown,462231.68
1914.659440811942,3,2,25,Suburb,244953.81
1827.8619288936893,1,2,1,Waterfront,362856.53
,5,1,49,Uptown,157874.0
2247.7521396163324,4,3,11,Waterfront,464587.88
2187.2905086846454,2,3,25,Rural,209451.9
3097.952833983276,1,1,22,Downtown,531872.93
1615.3330590281994,3,2,17,Rural,147788.61
1931.4901965983634,2,3,31,Uptown,309493.16
1949.630210226453,3,2,48,Rural,189658.96
2746.4719678580846,4,1,37,Waterfront,509508.93
1742.8226805678287,5,2,46,Rural,150448.2
1967.4129154622035,2,3,2,Uptown,318917.43
2164.7379058299234,2,3,37,Uptown,344800.52
1911.9654738938148,4,2,2,Uptown,317943.75
1532.139831269683,1,1,29,Waterfront,292180.19
1916.4539957389845,5,2,0,Uptown,336103.71
2444.1790499158633,2,1,29,Downtown,427147.41
1184.0908203533638,5,2,44,Uptown,209427.53
1879.7818044881255,2,3,31,Rural,169939.22
1379.927511036496,5,1,27,Rural,115803.72
2517.0279773549055,3,1,20,Rural,241150.09
886.0878571297352,2,1,45,Waterfront,149573.34
1464.646891637047,5,3,12,Rural,142177.09
,1,2,26,Waterfront,411824.02
2739.314417540604,3,3,35,Waterfront,538891.2
1760.5498433562072,3,1,6,Uptown,311768.72
1466.880283984081,1,2,21,Downtown,266759.26
2928.694241664354,5,3,9,Uptown,496766.93
931.1916597502536,4,1,38,Uptown,147326.0
480.7164260279508,1,1,14,Waterfront,93146.65
2064.0086700319994,5,3,14,Waterfront,430949.17
1498.7674653884333,1,3,3,Rural,127384.74
1187.260309721572,1,3,31,Rural,83402.06
2225.013868379612,2,1,22,Uptown,350719.22
1946.2804282627194,5,3,5,Suburb,310154.83
,4,1,23,Suburb,211558.39
1031.8173607974634,2,3,19,Rural,101465.8
2323.4743969680867,1,1,36,Suburb,276808.35
2190.1207067751966,1,1,19,Rural,142033.48
1740.4944817323703,1,2,11,Waterfront,327331.48
2907.9821976285994,5,3,32,Uptown,467547.19
1157.9491402043086,5,3,27,Downtown,258431.64
884.6848974451567,2,1,7,Uptown,151553.09
1384.8551580712533,4,1,0,Rural,129188.27
1772.6483901867014,2,1,36,Rural,155200.92
1946.003669593615,3,2,21,Uptown,325449.74
1655.258365286202,1,2,5,Rural,173021.06
2011.233237908578,1,1,20,Suburb,256644.25
1049.0763454857336,1,3,31,Suburb,139743.75
2666.2587624439557,2,3,34,Rural,221933.02
1750.7092929644587,2,2,14,Rural,145237.99
2470.3774989528765,1,2,4,Suburb,321828.02
2005.6352078266225,2,1,45,Rural,167572.32
2074.0519314922703,5,3,49,Rural,202740.85
2141.8603681393224,5,1,47,Uptown,368699.06
2068.625136010389,2,2,5,Downtown,358431.94
,1,3,24,Suburb,296631.57
2597.4915180794587,2,3,45,Uptown,420414.45
1917.9127018208821,2,2,39,Downtown,305952.73
2225.4022545531075,2,1,28,Rural,229090.18
1746.1585834276639,3,1,6,Rural,170117.97
2664.0703292696835,5,3,39,Uptown,441682.47
1394.1646187644383,4,2,12,Rural,150935.76
2880.5642597464894,4,3,37,Waterfront,552139.45
1775.9052296133939,3,2,17,Uptown,308577.71
941.5349387291711,2,1,1,Downtown,175115.42
1876.8626489464737,3,2,7,Uptown,350834.79
1391.3690055150714,3,1,10,Suburb,192865.78
,1,2,32,Uptown,361905.27
1408.4256124185654,5,3,37,Rural,134656.77
1532.2899400711322,4,1,47,Rural,153699.8
666.2755614326813,2,3,26,Waterfront,150640.9
1528.616208450554,4,3,19,Waterfront,313073.14
400.0,4,1,11,Waterfront,117318.56
849.658305908566,5,1,42,Downtown,211189.26
2256.248793686578,4,3,30,Waterfront,471509.44
2271.4800951904995,4,3,26,Downtown,427164.03
2055.274537070979,3,3,31,Waterfront,381811.93
1219.8143141224723,5,3,9,Downtown,264401.44
1771.373186314812,1,1,2,Uptown,259858.87
1797.838476545659,2,1,44,Uptown,246250.65
1104.9811864844744,4,3,26,Rural,130222.29
2702.03898106029,2,2,34,Downtown,472238.36
2326.417374345403,1,2,30,Suburb,312096.71
1667.4214957022016,2,1,14,Rural,135878.78
1816.1315033967185,1,3,15,Uptown,293635.51
1925.0296847685315,3,3,12,Downtown,350372.37
574.9590789454255,4,1,48,Waterfront,121269.53
1651.6935704876419,1,2,34,Suburb,199271.58
1390.8094512013208,2,2,10,Uptown,230501.61
1199.0279940630508,4,2,20,Rural,125321.46
1631.339824268427,3,1,10,Downtown,323639.23
2878.6119161097135,4,2,29,Suburb,388829.69
2184.505716760206,1,1,47,Downtown,347336.94
1457.292606130322,3,1,34,Waterfront,284957.36
2143.549668813695,2,3,21,Rural,207789.62
